Running on 32 tasks
Skipping existing files
Redshift is 9.0
DM part mass in msun : 5.089030e+04
Getting halos and associated stars
I found 6 sets of dust absorpttion coefficients
Allocated data arrays
Loaded files
Running on 32 tasks
Skipping existing files
Redshift is 9.0
DM part mass in msun : 5.089030e+04
Getting halos and associated stars
I found 6 sets of dust absorpttion coefficients
Allocated data arrays
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 5, 5, 5)
(7, 27, 27, 27)
(7, 11, 11, 11)
(7, 5, 5, 5)
(7, 27, 27, 27)
(7, 5, 5, 5)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 5, 5, 5)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 5, 5, 5)
(7, 27, 27, 27)
(7, 5, 5, 5)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 5, 5, 0)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 0)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 5, 5, 5)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 5, 5, 5)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 7, 7, 7)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 5, 5, 5)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 7, 7, 7)
(7, 13, 13, 13)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 11, 11, 11)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 27, 27, 27)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 5, 5, 5)
(7, 5, 5, 5)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 7, 7, 7)
(7, 13, 13, 13)
(7, 11, 11, 11)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 11, 11, 11)
(7, 13, 13, 13)
(7, 11, 11, 11)
(7, 13, 13, 13)
(7, 11, 11, 11)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 13, 13, 13)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 27, 27, 27)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 5, 5, 5)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 11, 11, 11)
(7, 5, 5, 5)
(7, 27, 27, 27)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 27, 27, 27)
(7, 11, 11, 11)
(7, 5, 5, 5)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 27, 27, 27)
(7, 11, 11, 11)
(7, 27, 27, 27)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 27, 27, 27)
(7, 5, 5, 5)
(7, 17, 17, 17)
(7, 5, 5, 5)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 17, 17, 17)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 17, 17, 17)
(7, 11, 11, 11)
(7, 5, 5, 5)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 15, 15, 15)
(7, 7, 7, 7)
(7, 15, 15, 15)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 5, 5, 5)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 9, 9, 9)
(7, 15, 15, 15)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 15, 15, 15)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 15, 15, 15)
(7, 11, 11, 11)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 5, 5, 5)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 15, 15, 15)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 5, 5, 5)
(7, 15, 15, 15)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 15, 15, 15)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 5, 5, 5)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 21, 21, 21)
(7, 15, 15, 15)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 5, 5, 5)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 5, 5, 5)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 5, 5, 5)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 5, 5, 5)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 5, 5, 5)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 5, 5, 5)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 0, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 5, 5, 5)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 5, 5, 0)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 7, 7, 7)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 5, 5, 5)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 5, 5, 5)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 21, 21, 21)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 5, 5, 5)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 21, 21, 21)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 5, 5, 5)
(7, 5, 5, 5)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 5, 5, 5)
(7, 5, 5, 5)
(7, 11, 11, 11)
(7, 5, 5, 5)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 5, 5, 5)
(7, 13, 13, 13)
(7, 5, 5, 5)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 5, 5, 5)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 5, 5, 5)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 17, 17, 17)
(7, 11, 11, 11)
(7, 5, 5, 5)
(7, 17, 17, 17)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 17, 17, 17)
(7, 11, 11, 11)
(7, 13, 13, 13)
(7, 11, 11, 11)
(7, 17, 17, 17)
(7, 11, 11, 11)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 11, 11, 11)
(7, 17, 17, 17)
(7, 13, 13, 13)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 17, 17, 17)
(7, 13, 13, 13)
(7, 5, 5, 5)
(7, 17, 17, 17)
(7, 13, 13, 13)
(7, 13, 13, 13)
(7, 17, 17, 17)
(7, 13, 13, 13)
(7, 17, 17, 17)
(7, 9, 9, 9)
(7, 13, 13, 13)
(7, 5, 5, 5)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 5, 5, 5)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 19, 19, 19)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 5, 5, 5)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 5, 5, 5)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 11, 11, 11)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 7, 7, 7)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 11, 11, 11)
(7, 5, 0, 5)
(7, 19, 19, 19)
(7, 5, 5, 5)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 11, 11, 11)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 7, 7, 7)
(7, 19, 19, 19)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 5, 5, 5)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 5, 5, 5)
(7, 19, 19, 19)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 9, 9, 9)
(7, 19, 19, 19)
(7, 19, 19, 19)
(7, 7, 7, 7)
(7, 7, 7, 7)
(7, 19, 19, 19)
(7, 5, 5, 5)
(7, 19, 19, 19)
